Time, Ptotal,regD,Time regD,Power
21989.5,9680.021484,,,
21989.75,9680.021484,,,
21990,9681.799805,,,
21990.25,9722.869141,,,
21990.5,9722.866211,,,
21990.75,9722.866211,,,
21991,9722.866211,,,
21991.25,9722.866211,,,
21991.5,9722.866211,,,
21991.75,9722.866211,,,
21992,9722.866211,,,
21992.25,9722.866211,,,
21992.5,9722.866211,,,
21992.75,9722.866211,,,
21993,9722.866211,,,
21993.25,9722.866211,,,
21993.5,9722.866211,,,
21993.75,9722.866211,,,
21994,9722.866211,,,
21994.25,9722.866211,,,
21994.5,9722.866211,,,
21994.75,9722.866211,,,
21995,9722.866211,,,
21995.25,9722.866211,,,
21995.5,9722.866211,,,
21995.75,9722.866211,,,
21996,9722.866211,,,
21996.25,9722.866211,,,
21996.5,9722.866211,,,
21996.75,9722.866211,,,
21997,9722.866211,,,
21997.25,9722.866211,,,
21997.5,9722.866211,,,
21997.75,9722.866211,,,
21998,9722.866211,,,
21998.25,9722.866211,,,
21998.5,9722.866211,,,
21998.75,9722.866211,,,
21999,9722.866211,,,
21999.25,9722.866211,,,
21999.5,9722.866211,,,
21999.75,9722.866211,,,
22000,9722.866211,,,
22000.25,9722.866211,,,
22000.5,9722.866211,,,
22000.75,9722.866211,,,
22001,9722.866211,,,
22001.25,9722.866211,,,
22001.5,9722.866211,,,
22001.75,9722.866211,,,
22002,9722.866211,,,
22002.25,9722.866211,,,
22002.5,9722.866211,,,
22002.75,9722.866211,,,
22003,9722.866211,,,
22003.25,9722.866211,,,
22003.5,9722.866211,,,
22003.75,9722.866211,,,
22004,9722.866211,,,
22004.25,9722.866211,,,
22004.5,9926.917969,,,
22004.75,10039.21387,,,
22005,10207.48828,,,
22005.25,10345.68359,,,
22005.5,10388.90234,,,
22005.75,10532.33203,,,
22006,10735.57324,,,
22006.25,10942.58691,,,
22006.5,11126.8623,,,
22006.75,11230.47949,,,
22007,11296.04297,,,
22007.25,11401.58398,,,
22007.5,11611.30469,,,
22007.75,11616.68652,,,
22008,11640.10547,,,
22008.25,11705.8418,,,
22008.5,11705.8418,,,
22008.75,11705.8418,,,
22009,11705.8418,,,
22009.25,11773,,,
22009.5,11807.1123,,,
22009.75,11807.1123,,,
22010,11807.1123,,,
22010.25,11911.58008,,,
22010.5,11911.58008,,,
22010.75,11911.58008,,,
22011,11911.58008,,,
22011.25,11947.11328,,,
22011.5,11947.08398,,,
22011.75,11947.08398,,,
22012,11947.08398,,,
22012.25,11947.08398,,,
22012.5,11947.08398,,,
22012.75,11947.08398,,,
22013,11947.08398,,,
22013.25,11947.08398,,,
22013.5,11947.08398,,,
22013.75,11947.08398,,,
22014,11947.08398,,,
22014.25,11947.08398,,,
22014.5,11947.08398,,,
22014.75,11947.08398,,,
22015,11947.08398,,,
22015.25,11947.08398,,,
22015.5,11947.08398,,,
22015.75,11947.08398,,,
22016,11947.08398,,,
22016.25,11947.08398,,,
22016.5,11947.08398,,,
22016.75,11947.08398,,,
22017,11947.08398,,,
22017.25,11947.08398,,,
22017.5,11947.08398,,,
22017.75,11947.08398,,,
22018,11947.08398,,,
22018.25,11947.08398,,,
22018.5,11947.08398,,,
22018.75,11947.08398,,,
22019,11947.08398,,,
22019.25,11947.08398,,,
22019.5,11947.08398,,,
22019.75,11947.08398,,,
22020,11947.08398,,,
22020.25,11947.08398,,,
22020.5,11947.08398,,,
22020.75,11947.08398,,,
22021,11947.08398,,,
22021.25,11947.08398,,,
22021.5,11947.08398,,,
22021.75,11947.08398,,,
22022,11947.08398,,,
22022.25,11947.08398,,,
22022.5,11947.08398,,,
22022.75,11947.08398,,,
22023,11947.08398,,,
22023.25,11947.08398,,,
22023.5,11947.08398,,,
22023.75,11947.08398,,,
22024,11947.08398,,,
22024.25,11947.08398,,,
22024.5,12070.88867,,,
22024.75,12125.56836,,,
22025,12270.3457,,,
22025.25,12350.6416,,,
22025.5,12471.42773,,,
22025.75,12534.06055,,,
22026,12710.40332,,,
22026.25,12874.77148,,,
22026.5,13100.9248,,,
22026.75,13201.45801,,,
22027,13287.42383,,,
22027.25,13290.29297,,,
22027.5,13628.22949,,,
22027.75,13670.52539,,,
22028,13704.99023,,,
22028.25,13737.60059,,,
22028.5,13742.84375,,,
22028.75,13742.84375,,,
22029,13742.84375,,,
22029.25,13773.0459,,,
22029.5,13865.11816,,,
22029.75,13865.11816,,,
22030,13865.11816,,,
22030.25,13865.11816,,,
22030.5,13959.38672,,,
22030.75,13959.38672,,,
22031,13959.38672,,,
22031.25,13959.38672,,,
22031.5,13991.30566,,,
22031.75,13991.30566,,,
22032,13991.30566,,,
22032.25,13991.30566,,,
22032.5,13991.30566,,,
22032.75,13991.30566,,,
22033,13991.30566,,,
22033.25,13991.30566,,,
22033.5,13991.30566,,,
22033.75,13991.30566,,,
22034,13991.30566,,,
22034.25,13991.30566,,,
22034.5,13991.30566,,,
22034.75,13991.30566,,,
22035,13991.30566,,,
22035.25,13991.30566,,,
22035.5,13991.30566,,,
22035.75,13991.30566,,,
22036,13991.30566,,,
22036.25,13991.30566,,,
22036.5,13991.30566,,,
22036.75,13991.30566,,,
22037,13991.30566,,,
22037.25,13991.30566,,,
22037.5,13991.30566,,,
22037.75,13991.30566,,,
22038,13991.30566,,,
22038.25,13991.30566,,,
22038.5,13991.30566,,,
22038.75,13991.30566,,,
22039,13991.30566,,,
22039.25,13991.30566,,,
22039.5,13991.30566,,,
22039.75,13991.30566,,,
22040,13991.30566,,,
22040.25,13991.30566,,,
22040.5,13991.30566,,,
22040.75,13991.30566,,,
22041,13991.30566,,,
22041.25,13991.30566,,,
22041.5,13991.30566,,,
22041.75,13991.30566,,,
22042,13991.30566,,,
22042.25,13991.30566,,,
22042.5,13991.30566,,,
22042.75,13991.30566,,,
22043,13991.30566,,,
22043.25,13991.30566,,,
22043.5,13991.30566,,,
22043.75,13991.30566,,,
22044,13991.30566,,,
22044.25,13991.30566,,,
22044.5,13991.30566,,,
22044.75,14185.50781,,,
22045,14259.92188,,,
22045.25,14358.64453,,,
22045.5,14478.30078,,,
22045.75,14525.91211,,,
22046,14719.45898,,,
22046.25,15040.08887,,,
22046.5,15223.73438,,,
22046.75,15360.64844,,,
22047,15487.2666,,,
22047.25,15535.83887,,,
22047.5,15643.01172,,,
22047.75,16053.45801,,,
22048,16125.59863,,,
22048.25,16158.19629,,,
22048.5,16194.89453,,,
22048.75,16194.81445,,,
22049,16194.81445,,,
22049.25,16194.81445,,,
22049.5,16269.14648,,,
22049.75,16306.78125,,,
22050,16306.78125,,,
22050.25,16306.78125,,,
22050.5,16438.73828,,,
22050.75,16460.44141,,,
22051,16460.44141,,,
22051.25,16460.44141,,,
22051.5,16499.63672,,,
22051.75,16499.60352,,,
22052,16499.60352,,,
22052.25,16499.60352,,,
22052.5,16499.60352,,,
22052.75,16499.60352,,,
22053,16499.60352,,,
22053.25,16499.60352,,,
22053.5,16499.60352,,,
22053.75,16499.60352,,,
22054,16499.60352,,,
22054.25,16499.60352,,,
22054.5,16499.60352,,,
22054.75,16499.60352,,,
22055,16499.60352,,,
22055.25,16499.60352,,,
22055.5,16499.60352,,,
22055.75,16499.60352,,,
22056,16499.60352,,,
22056.25,16499.60352,,,
22056.5,16499.60352,,,
22056.75,16499.60352,,,
22057,16499.60352,,,
22057.25,16499.60352,,,
22057.5,16499.60352,,,
22057.75,16499.60352,,,
22058,16499.60352,,,
22058.25,16499.60352,,,
22058.5,16499.60352,,,
22058.75,16499.60352,,,
22059,16499.60352,,,
22059.25,16499.60352,,,
22059.5,16499.60352,,,
22059.75,16499.60352,,,
22060,16499.60352,,,
22060.25,16499.60352,,,
22060.5,16499.60352,,,
22060.75,16499.60352,,,
22061,16499.60352,,,
22061.25,16499.60352,,,
22061.5,16499.60352,,,
22061.75,16499.60352,,,
22062,16499.60352,,,
22062.25,16499.60352,,,
22062.5,16499.60352,,,
22062.75,16499.60352,,,
22063,16499.60352,,,
22063.25,16499.60352,,,
22063.5,16499.60352,,,
22063.75,16499.60352,,,
22064,16499.60352,,,
22064.25,16499.60352,,,
22064.5,16499.60352,,,
22064.75,16499.60352,,,
22065,16532.125,,,
22065.25,16570.61328,,,
22065.5,16638.76172,,,
22065.75,16770.83984,,,
22066,16843.40234,,,
22066.25,17053.19336,,,
22066.5,17228.49805,,,
22066.75,17342.38477,,,
22067,17428.51563,,,
22067.25,17520.25,,,
22067.5,17586.19922,,,
22067.75,17849.83594,,,
22068,18054.26758,,,
22068.25,18111.98633,,,
22068.5,18122.1543,,,
22068.75,18123.67773,,,
22069,18131.57617,,,
